ID,location,Species,pH,PPO4,TN,HCO3,width,depth,distance,coarsness,velocity,shade
791933_2011,NA,Myosotis scorpioides,7.5,0.04,20,NA,<1-,0-30,0.975999718,0.38125,0.1-0.3,Slightly shaded
791933_2011,NA,Lemna minor,7.5,0.04,20,NA,<1-,0-30,0.975999718,0.38125,0.1-0.3,Slightly shaded
791933_2011,NA,Sparganium emersum,7.5,0.04,20,NA,<1-,0-30,0.975999718,0.38125,0.1-0.3,Slightly shaded
791933_2011,NA,Veronica beccabunga,7.5,0.04,20,NA,<1-,0-30,0.975999718,0.38125,0.1-0.3,Slightly shaded
791945_2016,NA,Sparganium emersum,7.9,NA,NA,NA,1-2,0-30,3.365,0.125,<0.03,Slightly shaded
791945_2016,NA,Berula erecta,7.9,NA,NA,NA,1-2,0-30,3.365,0.125,<0.03,Slightly shaded
791957_2011,NA,Alisma plantago-aquatica,7.5,0.03,2.2,NA,<1-,0-30,2.577999878,0.3825,<0.03,No shade
791957_2011,NA,Callitriche platycarpa,7.5,0.03,2.2,NA,<1-,0-30,2.577999878,0.3825,<0.03,No shade
791957_2011,NA,Elodea canadensis,7.5,0.03,2.2,NA,<1-,0-30,2.577999878,0.3825,<0.03,No shade
791957_2011,NA,Glyceria fluitans,7.5,0.03,2.2,NA,<1-,0-30,2.577999878,0.3825,<0.03,No shade
791957_2011,NA,Sparganium emersum,7.5,0.03,2.2,NA,<1-,0-30,2.577999878,0.3825,<0.03,No shade
791970_2017,Mountain calcareous,Veronica beccabunga,8,0.06,8.1,NA,<1-,0-30,1.57,0.75625,0.1-0.3,Fully shaded
791970_2017,Mountain calcareous,Platyhypnidium riparioides,8,0.06,8.1,NA,<1-,0-30,1.57,0.75625,0.1-0.3,Fully shaded
791994_2015,Small lowland rhitrhal,Berula erecta,7.2,0.08,1.1,NA,1-2,0-30,5.601,0.375,0.1-0.3,Fully shaded
792020_2016,Small lowland rhitrhal,Myosotis scorpioides,7.9,0.011,1.3,NA,2-5,0-30,4.297,0.375,0.3-1.0,No shade
792020_2016,Small lowland rhitrhal,Lemna trisulca,7.9,0.011,1.3,NA,2-5,0-30,4.297,0.375,0.3-1.0,No shade
792020_2016,Small lowland rhitrhal,Veronica beccabunga,7.9,0.011,1.3,NA,2-5,0-30,4.297,0.375,0.3-1.0,No shade
792020_2016,Small lowland rhitrhal,Sparganium emersum,7.9,0.011,1.3,NA,2-5,0-30,4.297,0.375,0.3-1.0,No shade
792020_2016,Small lowland rhitrhal,Veronica anagallis-aquatica,7.9,0.011,1.3,NA,2-5,0-30,4.297,0.375,0.3-1.0,No shade
792056_2019,NA,Nasturtium officinale,7.7,0.022,1.1,NA,2-5,0-30,4.781,0.39375,0.3-1.0,Largely shaded
792056_2019,NA,Callitriche platycarpa,7.7,0.022,1.1,NA,2-5,0-30,4.781,0.39375,0.3-1.0,Largely shaded
792056_2019,NA,Glyceria fluitans,7.7,0.022,1.1,NA,2-5,0-30,4.781,0.39375,0.3-1.0,Largely shaded
792056_2019,NA,Berula erecta,7.7,0.022,1.1,NA,2-5,0-30,4.781,0.39375,0.3-1.0,Largely shaded
792056_2019,NA,Berula erecta,7.7,0.022,1.1,NA,2-5,0-30,4.781,0.39375,0.3-1.0,Largely shaded
800016_2019,Small lowland potamal,Butomus umbellatus,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Ceratophyllum demersum,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Lemna minor,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Myosotis scorpioides,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Myriophyllum spicatum,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Stuckenia pectinata,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Nuphar lutea,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800016_2019,Small lowland potamal,Sparganium emersum,8.2,0.2,2.7,NA,2-5,30-100,35.27,0.475,0.1-0.3,No shade
800090_2017,Small lowland rhitrhal,Potamogeton natans,8,0.11,4.8,NA,2-5,0-30,12.232,0.46875,0.1-0.3,Slightly shaded
800090_2017,Small lowland rhitrhal,Sparganium emersum,8,0.11,4.8,NA,2-5,0-30,12.232,0.46875,0.1-0.3,Slightly shaded
800119_2017,NA,Berula erecta,8.2,0.059,5.1,NA,2-5,0-30,14.776,0.44375,0.1-0.3,Half shaded
800119_2017,NA,Lemna minor,8.2,0.059,5.1,NA,2-5,0-30,14.776,0.44375,0.1-0.3,Half shaded
800119_2017,NA,Elodea nuttallii,8.2,0.059,5.1,NA,2-5,0-30,14.776,0.44375,0.1-0.3,Half shaded
800119_2017,NA,Callitriche stagnalis,8.2,0.059,5.1,NA,2-5,0-30,14.776,0.44375,0.1-0.3,Half shaded
800119_2017,NA,Ranunculus fluitans,8.2,0.059,5.1,NA,2-5,0-30,14.776,0.44375,0.1-0.3,Half shaded
800132_2019,NA,Spirodela polyrhiza,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800132_2019,NA,Sagittaria sagittifolia,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800132_2019,NA,Elodea nuttallii,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800132_2019,NA,Lemna minor,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800132_2019,NA,Myriophyllum spicatum,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800132_2019,NA,Nuphar lutea,8.1,0.18,2.8,NA,2-5,30-100,46.245,0.85,0.1-0.3,No shade
800200_2017,NA,Sparganium erectum,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Spirodela polyrhiza,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Lemna gibba,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Berula erecta,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Callitriche stagnalis,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Elodea canadensis,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Elodea nuttallii,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Potamogeton crispus,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Nuphar lutea,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Lemna minuta,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800200_2017,NA,Lemna minor,8.3,0.19,1.7,NA,5-10,30-100,24.291,0.525,0.1-0.3,No shade
800284_2017,NA,Callitriche stagnalis,8.2,0.19,5,NA,2-5,0-30,5.84,0.375,0.1-0.3,Half shaded
800326_2014,Small lowland potamal,Nasturtium officinale,8.25,NA,NA,NA,1-2,30-100,6.862,0.3875,0.1-0.3,No shade
800399_2017,Small lowland potamal,Callitriche platycarpa,7.6,0.044,2.5,NA,1-2,0-30,7.454,0.68125,0.1-0.3,Slightly shaded
800399_2017,Small lowland potamal,Nuphar lutea,7.6,0.044,2.5,NA,1-2,0-30,7.454,0.68125,0.1-0.3,Slightly shaded
800399_2017,Small lowland potamal,Sparganium emersum,7.6,0.044,2.5,NA,1-2,0-30,7.454,0.68125,0.1-0.3,Slightly shaded
800405_2019,NA,Sagittaria sagittifolia,7.5,0.31,2.3,NA,5-10,30-100,41.771,0.375,0.03-0.1,No shade
800405_2019,NA,Sparganium erectum,7.5,0.31,2.3,NA,5-10,30-100,41.771,0.375,0.03-0.1,No shade
800405_2019,NA,Myriophyllum spicatum,7.5,0.31,2.3,NA,5-10,30-100,41.771,0.375,0.03-0.1,No shade
800405_2019,NA,Lemna minor,7.5,0.31,2.3,NA,5-10,30-100,41.771,0.375,0.03-0.1,No shade
800405_2019,NA,Butomus umbellatus,7.5,0.31,2.3,NA,5-10,30-100,41.771,0.375,0.03-0.1,No shade
800429_2016,NA,Nuphar lutea,8.2,0.16,6.3,NA,5-10,30-100,37.576,0.37875,0.03-0.1,Slightly shaded
800429_2016,NA,Iris pseudacorus,8.2,0.16,6.3,NA,5-10,30-100,37.576,0.37875,0.03-0.1,Slightly shaded
800429_2016,NA,Lemna minor,8.2,0.16,6.3,NA,5-10,30-100,37.576,0.37875,0.03-0.1,Slightly shaded
800478_2019,NA,Potamogeton berchtoldii,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Nuphar lutea,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Berula erecta,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Elodea nuttallii,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Spirodela polyrhiza,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Sparganium erectum,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Sparganium emersum,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800478_2019,NA,Lemna minor,7.8,0.11,1.4,NA,5-10,0-30,10.809,0.4,0.03-0.1,Slightly shaded
800533_2016,Small lowland potamal,Potamogeton natans,7.6,0.13,5.1,NA,2-5,0-30,5.637,0.375,0.03-0.1,Half shaded
800533_2016,Small lowland potamal,Sparganium emersum,7.6,0.13,5.1,NA,2-5,0-30,5.637,0.375,0.03-0.1,Half shaded
800533_2016,Small lowland potamal,Lemna minor,7.6,0.13,5.1,NA,2-5,0-30,5.637,0.375,0.03-0.1,Half shaded
800545_2019,NA,Myosotis scorpioides,8.1,0.24,1.5,NA,1-2,0-30,9.72,0.375,0.1-0.3,Half shaded
800545_2019,NA,Sparganium emersum,8.1,0.24,1.5,NA,1-2,0-30,9.72,0.375,0.1-0.3,Half shaded
800570_2017,NA,Spirodela polyrhiza,7.57,NA,NA,NA,2-5,30-100,15.217,0.375,0.03-0.1,No shade
800570_2017,NA,Elodea nuttallii,7.57,NA,NA,NA,2-5,30-100,15.217,0.375,0.03-0.1,No shade
800570_2017,NA,Sparganium emersum,7.57,NA,NA,NA,2-5,30-100,15.217,0.375,0.03-0.1,No shade
800570_2017,NA,Potamogeton crispus,7.57,NA,NA,NA,2-5,30-100,15.217,0.375,0.03-0.1,No shade
800570_2017,NA,Lemna minor,7.57,NA,NA,NA,2-5,30-100,15.217,0.375,0.03-0.1,No shade
800594_2014,Small lowland potamal,Sparganium emersum,7.7,0.286,9.9,NA,2-5,0-30,4.741,0.6,0.3-1.0,Largely shaded
800594_2014,Small lowland potamal,Callitriche platycarpa,7.7,0.286,9.9,NA,2-5,0-30,4.741,0.6,0.3-1.0,Largely shaded
800594_2014,Small lowland potamal,Sparganium emersum,7.7,0.286,9.9,NA,2-5,0-30,4.741,0.6,0.3-1.0,Largely shaded
800594_2014,Small lowland potamal,Elodea nuttallii,7.7,0.286,9.9,NA,2-5,0-30,4.741,0.6,0.3-1.0,Largely shaded
800624_2019,Small lowland potamal,Callitriche obtusangula,7.4,0.2,2.9,NA,2-5,0-30,12.386,0.39375,0.1-0.3,Fully shaded
800648_2017,Small lowland potamal,Lemna minor,7.6,0.055,3.5,NA,2-5,0-30,6.084,0.75,0.1-0.3,Fully shaded
800650_2017,Small lowland potamal,Sparganium emersum,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800650_2017,Small lowland potamal,Myosotis scorpioides,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800650_2017,Small lowland potamal,Nasturtium officinale,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800650_2017,Small lowland potamal,Lemna minor,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800650_2017,Small lowland potamal,Berula erecta,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800650_2017,Small lowland potamal,Callitriche obtusangula,7.7,0.08,1.4,NA,2-5,30-100,7.889,0.425,0.3-1.0,No shade
800703_2017,NA,Lemna minor,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800703_2017,NA,Sparganium emersum,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800703_2017,NA,Sparganium emersum,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800703_2017,NA,Stuckenia pectinata,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800703_2017,NA,Elodea nuttallii,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800703_2017,NA,Elodea canadensis,8.1,0.22,4.1,NA,5-10,30-100,69.224,0.525,0.1-0.3,No shade
800764_2017,NA,Elodea nuttallii,8.2,0.3,3.4,NA,5-10,0-30,38.063,0.375,0.3-1.0,Largely shaded
800764_2017,NA,Stuckenia pectinata,8.2,0.3,3.4,NA,5-10,0-30,38.063,0.375,0.3-1.0,Largely shaded
800818_2017,Small lowland rhitrhal,Stuckenia pectinata,7.96,NA,NA,NA,5-10,30-100,14.57,0.37875,0.1-0.3,Half shaded
800855_2017,Small lowland potamal,Sparganium emersum,7.6,0.072,6.2,NA,2-5,30-100,9.108,0.5625,0.03-0.1,No shade
800855_2017,Small lowland potamal,Lemna minor,7.6,0.072,6.2,NA,2-5,30-100,9.108,0.5625,0.03-0.1,No shade
800855_2017,Small lowland potamal,Elodea nuttallii,7.6,0.072,6.2,NA,2-5,30-100,9.108,0.5625,0.03-0.1,No shade
800879_2017,NA,Veronica beccabunga,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800879_2017,NA,Myosotis scorpioides,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800879_2017,NA,Callitriche platycarpa,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800879_2017,NA,Nasturtium officinale,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800879_2017,NA,Lemna minor,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800879_2017,NA,Elodea canadensis,7.86,NA,NA,NA,2-5,30-100,9.407,0.38125,0.3-1.0,No shade
800892_2017,Small lowland potamal,Callitriche platycarpa,7.6,0.032,4.7,NA,2-5,0-30,17.269,0.43125,0.1-0.3,Fully shaded
800892_2017,Small lowland potamal,Sparganium emersum,7.6,0.032,4.7,NA,2-5,0-30,17.269,0.43125,0.1-0.3,Fully shaded
800910_2017,NA,Lemna minor,8.1,0.5,2.9,NA,1-2,0-30,7.004,0.6375,0.3-1.0,Fully shaded
800910_2017,NA,Stuckenia pectinata,8.1,0.5,2.9,NA,1-2,0-30,7.004,0.6375,0.3-1.0,Fully shaded
801008_2017,Small lowland potamal,Lemna minor,7.8,0.31,3.3,NA,2-5,30-100,14.202,0.45,0.1-0.3,No shade
801008_2017,Small lowland potamal,Nuphar lutea,7.8,0.31,3.3,NA,2-5,30-100,14.202,0.45,0.1-0.3,No shade
801008_2017,Small lowland potamal,Sparganium emersum,7.8,0.31,3.3,NA,2-5,30-100,14.202,0.45,0.1-0.3,No shade
801008_2017,Small lowland potamal,Sparganium emersum,7.8,0.31,3.3,NA,2-5,30-100,14.202,0.45,0.1-0.3,No shade
801057_2017,NA,Nuphar lutea,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Phragmites australis,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Myriophyllum spicatum,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Lemna minor,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Callitriche obtusangula,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Sparganium emersum,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Stuckenia pectinata,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801057_2017,NA,Spirodela polyrhiza,8.5,0.064,4.1,NA,10-20,30-100,48.677,0.7,0.1-0.3,Slightly shaded
801082_2017,NA,Lemna minor,7.9,0.08,5.1,NA,10-20,>100,34.665,0.39375,0.03-0.1,No shade
801082_2017,NA,Nuphar lutea,7.9,0.08,5.1,NA,10-20,>100,34.665,0.39375,0.03-0.1,No shade
801082_2017,NA,Sparganium emersum,7.9,0.08,5.1,NA,10-20,>100,34.665,0.39375,0.03-0.1,No shade
801082_2017,NA,Elodea nuttallii,7.9,0.08,5.1,NA,10-20,>100,34.665,0.39375,0.03-0.1,No shade
801082_2017,NA,Callitriche platycarpa,7.9,0.08,5.1,NA,10-20,>100,34.665,0.39375,0.03-0.1,No shade
801094_2017,Small lowland potamal,Callitriche brutia,7.5,0.11,6.3,NA,1-2,0-30,5.173,0.425,0.1-0.3,Largely shaded
801094_2017,Small lowland potamal,Lemna minor,7.5,0.11,6.3,NA,1-2,0-30,5.173,0.425,0.1-0.3,Largely shaded
801094_2017,Small lowland potamal,Berula erecta,7.5,0.11,6.3,NA,1-2,0-30,5.173,0.425,0.1-0.3,Largely shaded
801094_2017,Small lowland potamal,Elodea nuttallii,7.5,0.11,6.3,NA,1-2,0-30,5.173,0.425,0.1-0.3,Largely shaded
801100_2017,NA,Stuckenia pectinata,7.8,0.13,3.8,NA,10-20,0-30,26.568,0.4,0.1-0.3,No shade
801100_2017,NA,Sparganium emersum,7.8,0.13,3.8,NA,10-20,0-30,26.568,0.4,0.1-0.3,No shade
801100_2017,NA,Callitriche obtusangula,7.8,0.13,3.8,NA,10-20,0-30,26.568,0.4,0.1-0.3,No shade
801100_2017,NA,Lemna minor,7.8,0.13,3.8,NA,10-20,0-30,26.568,0.4,0.1-0.3,No shade
801150_2017,NA,Sparganium emersum,7.93,0.15,2.9,NA,5-10,0-30,10.418,0.37875,0.1-0.3,No shade
801150_2017,NA,Lemna minor,7.93,0.15,2.9,NA,5-10,0-30,10.418,0.37875,0.1-0.3,No shade
801185_2017,Small lowland potamal,Callitriche platycarpa,7.8,0.097,7.3,NA,2-5,30-100,7.73,0.39375,0.1-0.3,Largely shaded
801185_2017,Small lowland potamal,Berula erecta,7.8,0.097,7.3,NA,2-5,30-100,7.73,0.39375,0.1-0.3,Largely shaded
801185_2017,Small lowland potamal,Lemna minor,7.8,0.097,7.3,NA,2-5,30-100,7.73,0.39375,0.1-0.3,Largely shaded
801203_2017,Small lowland potamal,Sparganium emersum,7.9,0.091,6.7,NA,<1-,0-30,3.793,0.375,0.1-0.3,No shade
801203_2017,Small lowland potamal,Callitriche platycarpa,7.9,0.091,6.7,NA,<1-,0-30,3.793,0.375,0.1-0.3,No shade
801203_2017,Small lowland potamal,Lemna minor,7.9,0.091,6.7,NA,<1-,0-30,3.793,0.375,0.1-0.3,No shade
801203_2017,Small lowland potamal,Berula erecta,7.9,0.091,6.7,NA,<1-,0-30,3.793,0.375,0.1-0.3,No shade
801239_2017,Small lowland potamal,Lemna minor,8.01,0.095,1.4,NA,2-5,30-100,22.029,0.425,0.1-0.3,Slightly shaded
801239_2017,Small lowland potamal,Sparganium emersum,8.01,0.095,1.4,NA,2-5,30-100,22.029,0.425,0.1-0.3,Slightly shaded
801239_2017,Small lowland potamal,Elodea canadensis,8.01,0.095,1.4,NA,2-5,30-100,22.029,0.425,0.1-0.3,Slightly shaded
801239_2017,Small lowland potamal,Butomus umbellatus,8.01,0.095,1.4,NA,2-5,30-100,22.029,0.425,0.1-0.3,Slightly shaded
801239_2017,Small lowland potamal,Berula erecta,8.01,0.095,1.4,NA,2-5,30-100,22.029,0.425,0.1-0.3,Slightly shaded
801264_2017,Small lowland rhitrhal,Lemna minor,7.8,0.46,6.4,NA,2-5,30-100,11.081,0.375,0.1-0.3,Fully shaded
801264_2017,Small lowland rhitrhal,Sparganium emersum,7.8,0.46,6.4,NA,2-5,30-100,11.081,0.375,0.1-0.3,Fully shaded
801264_2017,Small lowland rhitrhal,Potamogeton crispus,7.8,0.46,6.4,NA,2-5,30-100,11.081,0.375,0.1-0.3,Fully shaded
801318_2014,NA,Callitriche brutia,7.43,NA,NA,NA,2-5,0-30,6.361,0.375,0.1-0.3,Largely shaded
801318_2014,NA,Callitriche platycarpa,7.43,NA,NA,NA,2-5,0-30,6.361,0.375,0.1-0.3,Largely shaded
801318_2014,NA,Lemna minor,7.43,NA,NA,NA,2-5,0-30,6.361,0.375,0.1-0.3,Largely shaded
801318_2014,NA,Potamogeton alpinus,7.43,NA,NA,NA,2-5,0-30,6.361,0.375,0.1-0.3,Largely shaded
801331_2017,NA,Elodea canadensis,8.08,NA,NA,NA,10-20,30-100,39.14,0.375,0.03-0.1,Slightly shaded
801331_2017,NA,Stuckenia pectinata,8.08,NA,NA,NA,10-20,30-100,39.14,0.375,0.03-0.1,Slightly shaded
801331_2017,NA,Lemna minor,8.08,NA,NA,NA,10-20,30-100,39.14,0.375,0.03-0.1,Slightly shaded
801331_2017,NA,Sparganium emersum,8.08,NA,NA,NA,10-20,30-100,39.14,0.375,0.03-0.1,Slightly shaded
801409_2012,Small lowland rhitrhal,Nasturtium officinale,7.7,0.04,6,NA,1-2,0-30,2.596,0.475,0.1-0.3,No shade
801446_2012,NA,Callitriche stagnalis,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801446_2012,NA,Myosotis scorpioides,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801446_2012,NA,Myriophyllum spicatum,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801446_2012,NA,Nuphar lutea,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801446_2012,NA,Sparganium emersum,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801446_2012,NA,Veronica beccabunga,7.5,0.25,2.4,NA,5-10,>100,20.194,0.825,0.03-0.1,No shade
801562_2012,NA,Ceratophyllum demersum,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Elodea nuttallii,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Lemna minor,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Myosotis scorpioides,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Myriophyllum spicatum,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Nuphar lutea,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Sparganium emersum,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Spirodela polyrhiza,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801562_2012,NA,Stuckenia pectinata,8.1,0.14,3,NA,10-20,>100,42.073,0.475,0.03-0.1,No shade
801616_2012,Small lowland potamal,Nuphar lutea,7.4,0.18,1.7,NA,2-5,30-100,13.255,0.4125,<0.03,Slightly shaded
801616_2012,Small lowland potamal,Callitriche stagnalis,7.4,0.18,1.7,NA,2-5,30-100,13.255,0.4125,<0.03,Slightly shaded
801770_2012,NA,Berula erecta,8.1,0.18,1.8,NA,2-5,30-100,21.31,0.375,0.03-0.1,Slightly shaded
801770_2012,NA,Callitriche stagnalis,8.1,0.18,1.8,NA,2-5,30-100,21.31,0.375,0.03-0.1,Slightly shaded
801770_2012,NA,Elodea canadensis,8.1,0.18,1.8,NA,2-5,30-100,21.31,0.375,0.03-0.1,Slightly shaded
801781_2012,NA,Callitriche stagnalis,8.3,0.17,2.5,NA,2-5,>100,18.962,0.825,0.1-0.3,No shade
801781_2012,NA,Myriophyllum spicatum,8.3,0.17,2.5,NA,2-5,>100,18.962,0.825,0.1-0.3,No shade
801781_2012,NA,Nuphar lutea,8.3,0.17,2.5,NA,2-5,>100,18.962,0.825,0.1-0.3,No shade
801781_2012,NA,Sparganium emersum,8.3,0.17,2.5,NA,2-5,>100,18.962,0.825,0.1-0.3,No shade
801781_2012,NA,Stuckenia pectinata,8.3,0.17,2.5,NA,2-5,>100,18.962,0.825,0.1-0.3,No shade
801872_2017,NA,Sparganium emersum,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Stuckenia pectinata,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Potamogeton natans,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Lemna minor,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Myosotis scorpioides,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Nuphar lutea,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Potamogeton crispus,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Potamogeton berchtoldii,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Spirodela polyrhiza,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Elodea nuttallii,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801872_2017,NA,Callitriche platycarpa,7.4,0.054,2.2,NA,5-10,30-100,16.119,0.375,0.03-0.1,No shade
801914_2017,Small lowland rhitrhal,Callitriche platycarpa,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
801914_2017,Small lowland rhitrhal,Lemna minor,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
801914_2017,Small lowland rhitrhal,Potamogeton berchtoldii,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
801914_2017,Small lowland rhitrhal,Sparganium emersum,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
801914_2017,Small lowland rhitrhal,Veronica anagallis-aquatica,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
801914_2017,Small lowland rhitrhal,Veronica beccabunga,7.29,NA,NA,NA,1-2,30-100,5.557,0.375,0.1-0.3,No shade
