Taxon,Parameter,Value,Abundance,Date,Location
Ranunculus peltatus,pH,7.4,3,12/09/2012,NI_48362328
Ranunculus peltatus,TP,0.044,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,TP,0.07,3,04/07/2010,NW_214887
Ranunculus peltatus,pH,7.3,3,04/07/2010,NW_214887
Ranunculus peltatus,pH,6.7,1,28/07/2008,BY_4846
Ranunculus peltatus,pH,8.8,3,04/07/2010,NW_214887
Ranunculus peltatus,pH,7.9,2,18/08/2009,NW_604203
Ranunculus peltatus,TP,0.1643,1,30/08/2011,TH_TH_2159
Ranunculus peltatus,pH,7.7,1,31/07/2011,NW_791891
Ranunculus peltatus,TP,0.1,4,25/07/2012,ST_418070
Ranunculus peltatus,TP,0.13,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,HCO3,128,3,19/06/2012,ST_2155022
Ranunculus peltatus,TN,5.2,1,09/07/2012,ST_411020
Ranunculus peltatus,TN,5.5,1,09/07/2012,ST_411020
Ranunculus peltatus,pH,7.9,2,02/09/2010,NW_301012
Ranunculus peltatus,pH,7.6,1,02/08/2010,NW_462469
Ranunculus peltatus,pH,7.6,1,04/08/2006,BW_EL904.00
Ranunculus peltatus,pH,7.8,3,02/07/2012,NW_452804
Ranunculus peltatus,HCO3,85,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TP,0.051,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TN,5.78,1,17/06/2009,NW_606911
Ranunculus peltatus,pH,6.6,1,31/07/2011,NW_791891
Ranunculus peltatus,pH,7.3,2,18/08/2009,NW_604203
Ranunculus peltatus,TP,0.22,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TP,0.1,2,02/09/2010,NW_301012
Ranunculus peltatus,TP,0.09,4,25/07/2012,ST_418070
Ranunculus peltatus,pH,7.54,3,04/07/2010,NW_214887
Ranunculus peltatus,pH,8.2,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.05,2,18/08/2009,NW_604203
Ranunculus peltatus,TP,0.1,2,12/07/2010,NW_611712
Ranunculus peltatus,TN,2.2,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TN,4.8,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.05,1,31/07/2011,NW_791891
Ranunculus peltatus,pH,7.8,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TP,0.016,2,09/08/2010,BW_WI025.00
Ranunculus peltatus,TP,0.1974,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,TP,0.221,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,pH,7.6,1,31/07/2011,NW_791891
Ranunculus peltatus,TN,12,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,TP,0.046,2,19/07/2006,SN_OBF37401
Ranunculus peltatus,TP,0.1,3,12/09/2012,NI_48362328
Ranunculus peltatus,TP,0.15,3,12/09/2012,NI_48362328
Ranunculus peltatus,TN,5,1,13/06/2009,NW_612110
Ranunculus peltatus,TP,0.156,1,28/07/2008,BY_4846
Ranunculus peltatus,TP,0.127,1,28/07/2008,BY_4846
Ranunculus peltatus,TN,6.7,1,03/07/2012,NW_808738
Ranunculus peltatus,TN,3.9,2,18/08/2009,NW_604203
Ranunculus peltatus,pH,7.2,1,31/07/2011,NW_791891
Ranunculus peltatus,pH,8,2,18/08/2009,NW_604203
Ranunculus peltatus,pH,8,2,03/07/2012,NW_808738
Ranunculus peltatus,TN,5.8,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,TN,2.78,3,07/08/2012,NW_401705
Ranunculus peltatus,TN,3.2,3,07/08/2012,NW_401705
Ranunculus peltatus,TN,1.8,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TN,2.53,2,05/09/2010,NW_289802
Ranunculus peltatus,TN,1,4,25/07/2012,ST_418070
Ranunculus peltatus,HCO3,56,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,pH,8.11,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,pH,7.11,2,10/09/2012,TH_TH_2489
Ranunculus peltatus,TN,1.1,1,31/07/2011,NW_791891
Ranunculus peltatus,pH,7.59,2,10/09/2012,TH_TH_2489
Ranunculus peltatus,TN,2.24,2,05/09/2010,NW_289802
Ranunculus peltatus,TN,11,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,TN,7,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,TN,7.7,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,pH,7.5,3,12/09/2012,NI_48362328
Ranunculus peltatus,TP,0.03,2,12/06/2009,NW_605207
Ranunculus peltatus,TP,0.04,1,31/07/2011,NW_791891
Ranunculus peltatus,pH,7.5,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TP,0.17,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TP,0.09,2,12/07/2010,NW_611712
Ranunculus peltatus,TN,1.9,3,22/06/2012,ST_2153025
Ranunculus peltatus,TN,6,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,pH,8.4,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.02,2,12/06/2009,NW_605207
Ranunculus peltatus,pH,7.53,2,10/09/2012,TH_TH_2489
Ranunculus peltatus,TN,2,1,31/07/2011,NW_791891
Ranunculus peltatus,TP,0.13,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,pH,7.2,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,HCO3,348,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,TN,3.1,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,TN,4.3,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,pH,7.4,4,19/06/2012,ST_2155022
Ranunculus peltatus,TP,0.15,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,pH,7.5,2,03/07/2012,NW_808738
Ranunculus peltatus,TN,1.6,2,09/08/2010,BW_WI025.00
Ranunculus peltatus,pH,7.9,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,pH,7.4,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,HCO3,27,3,19/09/2012,SN_OBF24805
Ranunculus peltatus,TN,5.2,2,19/07/2006,SN_OBF37401
Ranunculus peltatus,TP,0.07,2,12/07/2010,NW_611712
Ranunculus peltatus,TN,1.7,2,07/08/2012,NI_59482310
Ranunculus peltatus,HCO3,33,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,HCO3,48,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,TN,1.2,3,19/06/2012,ST_2155022
Ranunculus peltatus,TP,0.095,2,19/07/2006,SN_OBF37401
Ranunculus peltatus,TP,0.08,1,31/07/2011,NW_791891
Ranunculus peltatus,TP,0.2416,1,30/08/2011,TH_TH_2159
Ranunculus peltatus,pH,7.3,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,TN,5.4,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,pH,7.6,3,02/07/2012,NW_452804
Ranunculus peltatus,HCO3,134,3,19/06/2012,ST_2155022
Ranunculus peltatus,HCO3,140,3,19/06/2012,ST_2155022
Ranunculus peltatus,TN,1.8,2,09/08/2010,BW_WI025.00
Ranunculus peltatus,TN,4.2,2,19/07/2006,SN_OBF37401
Ranunculus peltatus,TN,4.8,2,19/07/2006,SN_OBF37401
Ranunculus peltatus,TP,0.15,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.108,1,28/07/2008,BY_4846
Ranunculus peltatus,TP,0.254,2,10/09/2012,TH_TH_2489
Ranunculus peltatus,pH,8.43,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,pH,8.4,1,17/06/2009,NW_606911
Ranunculus peltatus,TN,1.14,1,02/08/2010,NW_462469
Ranunculus peltatus,pH,7.6,2,12/07/2010,NW_611712
Ranunculus peltatus,HCO3,15,3,19/09/2012,SN_OBF24805
Ranunculus peltatus,pH,7.7,2,07/08/2012,NI_59482310
Ranunculus peltatus,TP,0.115,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TP,0.06,2,12/07/2010,NW_611712
Ranunculus peltatus,TP,0.132,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,pH,8,2,19/09/2011,NW_421856
Ranunculus peltatus,pH,8.3,2,12/07/2010,NW_611712
Ranunculus peltatus,pH,8.5,2,12/07/2010,NW_611712
Ranunculus peltatus,TP,0.1728,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,TN,6.1,4,17/08/2011,SN_OBF28202
Ranunculus peltatus,pH,8.56,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,TN,3.99,2,02/09/2010,NW_301012
Ranunculus peltatus,TP,0.14,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.25,1,09/07/2012,ST_411020
Ranunculus peltatus,TP,0.139,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TP,0.12,2,12/07/2010,NW_611712
Ranunculus peltatus,pH,7.4,3,19/06/2012,ST_2155022
Ranunculus peltatus,HCO3,40,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,TN,1.9,1,31/07/2011,NW_791891
Ranunculus peltatus,TN,0.7,3,19/06/2012,ST_2155022
Ranunculus peltatus,pH,7.98,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,pH,7.3,4,19/06/2012,ST_2155022
Ranunculus peltatus,pH,8.66,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,pH,8,1,03/07/2012,NW_808738
Ranunculus peltatus,pH,7.6,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,pH,8.04,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TP,0.121,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TP,0.09,1,17/06/2009,NW_606911
Ranunculus peltatus,TN,1.56,3,02/07/2012,NW_452804
Ranunculus peltatus,HCO3,347,2,02/09/2011,TH_TH_2152
Ranunculus peltatus,TN,4.8,4,17/08/2011,SN_OBF28202
Ranunculus peltatus,pH,8.17,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TP,0.075,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,pH,7.2,2,05/07/2010,NW_133206
Ranunculus peltatus,TN,5.7,2,12/06/2009,NW_605207
Ranunculus peltatus,pH,7.9,1,04/08/2006,BW_EL904.00
Ranunculus peltatus,TN,5.1,2,12/07/2010,NW_611712
Ranunculus peltatus,pH,7.5,1,03/07/2012,NW_808738
Ranunculus peltatus,TP,0.01,2,05/07/2010,NW_133206
Ranunculus peltatus,pH,7.5,2,05/07/2010,NW_133206
Ranunculus peltatus,TN,0.5,3,19/06/2012,ST_2155022
Ranunculus peltatus,pH,7.86,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TP,0.02,3,05/07/2010,NW_133401
Ranunculus peltatus,pH,7.1,4,19/06/2012,ST_2155022
Ranunculus peltatus,pH,8.27,1,30/08/2011,TH_TH_2175
Ranunculus peltatus,TP,0.108,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TN,8,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,pH,7.5,1,02/08/2010,NW_462469
Ranunculus peltatus,TP,0.005,2,24/05/2010,NW_282601
Ranunculus peltatus,pH,7.05,2,24/05/2010,NW_282601
Ranunculus peltatus,TN,5.2,2,12/06/2009,NW_605207
Ranunculus peltatus,pH,7.6,2,24/05/2010,NW_282601
Ranunculus peltatus,TP,0.1216,1,30/08/2011,TH_TH_36073
Ranunculus peltatus,HCO3,140,4,19/06/2012,ST_2155022
Ranunculus peltatus,TN,1.6,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,pH,7.26,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TP,0.073,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,pH,8.7,2,05/07/2010,NW_133206
Ranunculus peltatus,TN,0.9,4,25/07/2012,ST_418070
Ranunculus peltatus,TP,0.077,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,TN,8.2,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,pH,7.17,2,24/05/2010,NW_282601
Ranunculus peltatus,HCO3,42,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,HCO3,36,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,TP,0.02,1,31/07/2011,NW_791891
Ranunculus peltatus,TP,0.11,4,19/06/2012,ST_2155022
Ranunculus peltatus,HCO3,134,4,19/06/2012,ST_2155022
Ranunculus peltatus,pH,7.6,2,07/08/2012,NI_59482310
Ranunculus peltatus,TP,0.113,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,pH,8.41,1,30/08/2011,TH_TH_2175
Ranunculus peltatus,TP,0.1119,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TP,0.106,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TN,2.2,3,12/09/2012,NI_48362328
Ranunculus peltatus,HCO3,353,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,TP,0.07576,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TP,0.112,1,09/07/2010,BW_EL704.00
Ranunculus peltatus,TN,1.2,4,19/06/2012,ST_2155022
Ranunculus peltatus,HCO3,312,2,02/09/2011,TH_TH_2152
Ranunculus peltatus,TN,1.4,2,07/08/2012,NI_59482310
Ranunculus peltatus,TN,1.7,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,TN,4.9,2,12/07/2010,NW_611712
Ranunculus peltatus,TP,0.02,2,05/07/2010,NW_133206
Ranunculus peltatus,HCO3,60,3,07/08/2012,SN_OBF30950
Ranunculus peltatus,HCO3,24,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,HCO3,128,4,19/06/2012,ST_2155022
Ranunculus peltatus,TN,0.7,4,19/06/2012,ST_2155022
Ranunculus peltatus,pH,7.3,2,24/05/2010,NW_282601
Ranunculus peltatus,pH,7.5,2,07/08/2012,NI_59482310
Ranunculus peltatus,TN,1.3,2,07/08/2012,NI_59482310
Ranunculus peltatus,HCO3,26,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,TN,2.83,3,04/07/2010,NW_214887
Ranunculus peltatus,HCO3,50,3,26/07/2010,SN_OBF30700
Ranunculus peltatus,pH,7.24,2,24/05/2010,NW_282601
Ranunculus peltatus,TP,0.043,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TN,8.1,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TN,1.2,2,07/08/2012,NI_59482310
Ranunculus peltatus,pH,7.9,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,pH,8.1,2,12/07/2010,NW_611712
Ranunculus peltatus,TP,0.06,3,22/06/2012,ST_2153025
Ranunculus peltatus,TN,0.1475,1,24/08/2011,ST_2116025
Ranunculus peltatus,HCO3,32,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,pH,7.6,1,03/06/2009,NW_801318
Ranunculus peltatus,pH,8.12,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,TN,5.1,2,31/08/2011,TH_TH_2162
Ranunculus peltatus,HCO3,50,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,TP,0.04,3,19/09/2012,SN_OBF24807
Ranunculus peltatus,pH,6.9,3,22/06/2012,ST_2153025
Ranunculus peltatus,TP,0.042,3,19/09/2012,SN_OBF24807
Ranunculus peltatus,TP,0.05,1,03/06/2009,NW_801318
Ranunculus peltatus,TN,0.7,1,24/08/2011,ST_2116025
Ranunculus peltatus,TP,0.182,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,pH,7.4,2,07/08/2012,NI_59482310
Ranunculus peltatus,pH,6.3,3,19/09/2012,SN_OBF24807
Ranunculus peltatus,TP,0.06,4,19/06/2012,ST_2155022
Ranunculus peltatus,TP,0.02,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TP,0.086,2,07/08/2012,NI_59482310
Ranunculus peltatus,pH,6.8,3,22/06/2012,ST_2153025
Ranunculus peltatus,TN,6.6,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,pH,7.2,1,02/08/2010,NW_462469
Ranunculus peltatus,TP,0.06,3,19/08/2010,TH_TH_2057
Ranunculus peltatus,TP,0.1,2,07/08/2012,NI_59482310
Ranunculus peltatus,TN,8.4,4,31/07/2011,SN_OBF28000
Ranunculus peltatus,TP,0.179,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TN,2,3,12/09/2012,NI_48362328
Ranunculus peltatus,TN,1.3,1,24/08/2011,ST_2116025
Ranunculus peltatus,TN,7.8,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,HCO3,34,3,16/08/2006,SN_OBF34900
Ranunculus peltatus,TP,0.12,3,22/06/2012,ST_2153025
Ranunculus peltatus,TP,0.076,2,07/08/2012,NI_59482310
Ranunculus peltatus,TP,0.03,2,21/07/2010,NW_300068
Ranunculus peltatus,TP,0.156,2,27/08/2013,TH_TH_2381
Ranunculus peltatus,TN,7.3,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,TN,3.8,3,12/09/2012,NI_48362328
Ranunculus peltatus,TP,0.09,2,07/08/2012,NI_59482310
Ranunculus peltatus,TN,6.1,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,pH,6.7,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,TP,0.1,1,02/08/2010,NW_462469
Ranunculus peltatus,TP,0.069,2,07/08/2012,NI_59482310
Ranunculus peltatus,pH,6.6,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,pH,9.1,2,21/07/2010,NW_300068
Ranunculus peltatus,TP,0.048,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,TN,0.5,4,19/06/2012,ST_2155022
Ranunculus peltatus,pH,7.3,1,24/08/2011,ST_2116025
Ranunculus peltatus,pH,8.1,2,21/07/2010,NW_300068
Ranunculus peltatus,TN,3.26,2,21/07/2010,NW_300068
Ranunculus peltatus,TP,0.04,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,TP,0.09,1,24/08/2011,ST_2116025
Ranunculus peltatus,TN,5.9,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,TN,0.2325,1,24/08/2011,ST_2116025
Ranunculus peltatus,HCO3,41,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,HCO3,38,2,18/07/2006,SN_OBF32700
Ranunculus peltatus,HCO3,26,3,27/08/2012,SN_OBF28801
Ranunculus peltatus,pH,6.5,3,19/09/2012,SN_OBF24807
Ranunculus peltatus,HCO3,29,3,27/08/2012,SN_OBF28801
Ranunculus penicillatus,TN,7.8,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,HCO3,43,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,HCO3,62,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,HCO3,67,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,TN,8.2,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TN,6.6,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TP,0.074,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TP,0.065,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TP,0.1,3,12/07/2011,NW_212234
Ranunculus penicillatus,TN,5.2,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,TN,1.91,1,05/07/2010,NW_160027
Ranunculus penicillatus,HCO3,38,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TN,1.8,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,pH,7.1,1,05/07/2010,NW_160027
Ranunculus penicillatus,TN,5.7,2,01/07/2010,NI_36872056
Ranunculus penicillatus,TN,7.3,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,HCO3,26,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.6,2,23/06/2012,NI_59412109
Ranunculus penicillatus,TN,5,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,TN,1.5,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,TP,0.01,1,05/07/2010,NW_160027
Ranunculus penicillatus,TP,0.054,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,8.22,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,TP,0.3077,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,TP,0.26,2,23/06/2012,NI_59412109
Ranunculus penicillatus,TN,4.9,2,01/07/2010,NI_36872056
Ranunculus penicillatus,TN,4.2,5,21/08/2010,TH_TH_2414
Ranunculus penicillatus,pH,7.7,3,12/07/2011,NW_212234
Ranunculus penicillatus,TP,0.3139,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,HCO3,44.5,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,pH,8.15,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,pH,7.5,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.49,3,12/07/2011,NW_212234
Ranunculus penicillatus,pH,8.1,1,05/07/2010,NW_160027
Ranunculus penicillatus,pH,7.3,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,TP,0.2,3,12/07/2011,NW_212234
Ranunculus penicillatus,TN,4.6,2,01/07/2010,NI_36872056
Ranunculus penicillatus,HCO3,41,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.4,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.5,1,05/07/2010,NW_160027
Ranunculus penicillatus,TN,4,5,21/08/2010,TH_TH_2414
Ranunculus penicillatus,TP,0.044,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TN,5.6,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,TN,1.6,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,TN,4.9,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,TP,0.3969,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,pH,8.09,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,pH,7.6,3,05/09/2012,SN_OBF20401
Ranunculus penicillatus,pH,8.16,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,pH,8,1,23/06/2010,NW_112100
Ranunculus penicillatus,TN,1.4,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,TP,0.01,1,23/06/2010,NW_112100
Ranunculus penicillatus,TN,9.5,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,TP,0.09,1,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.2,1,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.3,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,HCO3,48.8,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,TN,3.5,2,01/07/2010,NI_36872056
Ranunculus penicillatus,HCO3,64,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,HCO3,32,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,TP,0.1283,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,TP,0.2133,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,pH,7.5,2,23/06/2012,NI_59412109
Ranunculus penicillatus,HCO3,57,2,20/10/2011,SN_OBF39600
Ranunculus penicillatus,pH,7.97,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,TP,0.17,1,01/07/2010,NI_36872056
Ranunculus penicillatus,TP,0.3031,3,11/09/2012,TH_TH_2628
Ranunculus penicillatus,pH,8,3,12/07/2011,NW_212234
Ranunculus penicillatus,TP,0.16,1,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.7,1,23/06/2010,NW_112100
Ranunculus penicillatus,pH,7.8,3,12/07/2011,NW_212234
Ranunculus penicillatus,TP,0.12,2,23/06/2012,NI_59412109
Ranunculus penicillatus,pH,7.9,1,23/06/2010,NW_112100
Ranunculus penicillatus,TN,1.5,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,TP,0.13,2,23/06/2012,NI_59412109
Ranunculus penicillatus,TP,0.2191,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,pH,8.04,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,HCO3,46,2,20/10/2011,SN_OBF39600
Ranunculus penicillatus,TP,0.4365,2,12/09/2012,TH_TH_2220
Ranunculus penicillatus,HCO3,41,2,20/10/2011,SN_OBF39600
Ranunculus penicillatus,pH,8.26,2,12/09/2012,TH_TH_2220
Ranunculus penicillatus,TP,0.089,3,05/09/2012,SN_OBF20401
Ranunculus penicillatus,HCO3,47.6,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,TN,2.1,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,TN,8.7,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,TP,0.91,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,TN,5,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,pH,7.8,1,04/09/2012,NW_413501
Ranunculus penicillatus,TN,1.8,5,23/08/2012,NI_59422206
Ranunculus penicillatus,TN,3.3,5,21/08/2010,TH_TH_2414
Ranunculus penicillatus,TN,5.5,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,TN,2.1,5,23/08/2012,NI_59422206
Ranunculus penicillatus,pH,7.2,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.6,2,18/07/2006,SN_OBF32700
Ranunculus penicillatus,pH,7.61,2,10/08/2010,NW_279250
Ranunculus penicillatus,TN,2.1,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,TP,0.4149,2,12/09/2012,TH_TH_2220
Ranunculus penicillatus,pH,7.4,1,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.76,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,pH,7.62,3,10/09/2012,TH_TH_2490
Ranunculus penicillatus,TN,5.6,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,TP,0.04,2,10/08/2010,NW_279250
Ranunculus penicillatus,TN,2.3,5,23/08/2012,NI_59422206
Ranunculus penicillatus,TP,0.29,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,pH,7.87,1,09/09/2012,TH_TH_2017
Ranunculus penicillatus,pH,7.5,1,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.7,2,23/06/2012,NI_59412109
Ranunculus penicillatus,TP,0.2673,1,11/09/2012,TH_TH_2070
Ranunculus penicillatus,TP,0.07298,3,10/09/2012,TH_TH_2499
Ranunculus penicillatus,pH,7.5,2,02/07/2012,NW_453407
Ranunculus penicillatus,HCO3,52,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,TN,3.7,5,21/08/2010,TH_TH_2414
Ranunculus penicillatus,pH,7.1,5,14/09/2011,NW_212260
Ranunculus penicillatus,pH,7.4,2,01/07/2010,NI_36872056
Ranunculus penicillatus,pH,7.4,3,05/09/2012,SN_OBF20401
Ranunculus penicillatus,pH,7.9,1,16/09/2012,NW_629145
Ranunculus penicillatus,pH,8.25,2,08/06/2010,NW_132305
Ranunculus penicillatus,TN,5.5,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,TN,1.9,5,23/08/2012,NI_59422206
Ranunculus penicillatus,pH,7.5,2,10/08/2010,NW_279250
Ranunculus penicillatus,TN,3.5,5,21/08/2010,TH_TH_2414
Ranunculus penicillatus,TP,0.2158,1,10/09/2012,TH_TH_2489
Ranunculus penicillatus,HCO3,73,4,27/09/2011,SN_OBF32300
Ranunculus penicillatus,pH,8.1,1,21/07/2010,NW_300068
Ranunculus penicillatus,pH,8.01,2,12/09/2012,TH_TH_2220
Ranunculus penicillatus,TN,4.11,3,12/07/2011,NW_212234
Ranunculus penicillatus,pH,9.1,1,21/07/2010,NW_300068
Ranunculus penicillatus,TP,0.1,3,27/08/2012,SN_OBF28350
Ranunculus penicillatus,HCO3,98,4,28/08/2012,SN_OBF26351
Ranunculus penicillatus,TN,2.8,1,21/08/2011,NW_451400
Ranunculus penicillatus,pH,7.6,2,05/10/2010,NW_281505
Ranunculus penicillatus,TP,0.03,1,21/07/2010,NW_300068
