Code,Species,Depth,Width,Velocity,Alkalinity,NO3,TP,Substrate
RO2002,Lemna minor,1.5,NA,NA,2.48,0.52,60,silt and sand
HR2001,Myosotis scorpioides,0.65,25,0.1,NA,0.05,258,silt and sand
HR2001,Myriophyllum spicatum,0.65,25,0.1,NA,0.05,258,silt and sand
RO2003,Stuckenia pectinata,1.5,NA,NA,5.02,1.36,370,silt and sand
HU2084,Myosotis scorpioides,NA,NA,NA,NA,NA,432.5,silt and sand
SK2036,Ceratophyllum demersum,0.5,6,NA,1.939,1.481416,503.067485,silt and sand
SK2036,Lemna minor,0.5,6,NA,1.939,1.481416,503.067485,silt and sand
RO2016,Equisetum palustre,0.46,55,NA,3.41,1.994,167,silt and sand
HU3217,Stuckenia pectinata,NA,3,NA,NA,NA,1076.666667,silt and sand
HU3217,Lemna minor,NA,3,NA,NA,NA,1076.666667,silt and sand
HU2069,Lemna minor,NA,NA,NA,NA,17,3450,silt and sand
BG2002,Ceratophyllum demersum,NA,5,NA,NA,1.07,69,silt and sand
BG2002,Stuckenia pectinata,NA,5,NA,NA,1.07,69,silt and sand
BG2002,Spirodela polyrhiza,NA,5,NA,NA,1.07,69,silt and sand
BG2002,Berula erecta,NA,5,NA,NA,1.07,69,silt and sand
BG2075,Fontinalis antipyretica,NA,9,NA,NA,0.04,314,silt and sand
BG2075,Potamogeton natans,NA,9,NA,NA,0.04,314,silt and sand
RO2016,Potamogeton natans,0.46,55,NA,3.41,1.994,167,silt and sand
BG2015,Lemna minor,NA,1.5,NA,NA,3.39,48,silt and sand
SK2036,Potamogeton crispus,0.5,6,NA,1.939,1.481416,503.067485,silt and sand
HU3217,Ceratophyllum demersum,NA,3,NA,NA,NA,1076.666667,silt and sand
BG2006,Ceratophyllum demersum,NA,12,NA,NA,0.6,41,silt and sand
BG2007,Myriophyllum spicatum,NA,3,NA,NA,5.99,123,silt and sand
BG2007,Lemna minor,NA,3,NA,NA,5.99,123,silt and sand
SK2005,Myriophyllum spicatum,0.6,NA,NA,2.614,2.226991,285.276074,silt and sand
BG2015,Spirodela polyrhiza,NA,1.5,NA,NA,3.39,48,silt and sand
BG2021,Potamogeton panormitanus,NA,3,NA,NA,0.85,90,silt and sand
SK2005,Myosotis scorpioides,0.6,NA,NA,2.614,2.226991,285.276074,silt and sand
SK2007,Lemna minor,0.7,10,NA,3.13,3.684071,435.582822,silt and sand
HU2066,Ceratophyllum demersum,NA,NA,NA,NA,NA,2027.5,silt and sand
HU2066,Salvinia natans,NA,NA,NA,NA,NA,2027.5,silt and sand
HU3217,Potamogeton natans,NA,3,NA,NA,NA,1076.666667,silt and sand
RO2003,Ceratophyllum demersum,1.5,NA,NA,5.02,1.36,370,silt and sand
RO2003,Potamogeton nodosus,1.5,NA,NA,5.02,1.36,370,silt and sand
HR2001,Sagittaria sagittifolia,0.65,25,0.1,NA,0.05,258,silt and sand
SK2031,Myosotis scorpioides,0.3,10,NA,0.614,2.088938,466.257669,silt and sand
HU2066,Najas major,NA,NA,NA,NA,NA,2027.5,silt and sand
HU2066,Lemna minor,NA,NA,NA,NA,NA,2027.5,silt and sand
SK2007,Stuckenia pectinata,0.7,10,NA,3.13,3.684071,435.582822,silt and sand
SK2007,Spirodela polyrhiza,0.7,10,NA,3.13,3.684071,435.582822,silt and sand
BG2003,Amblystegium riparium,NA,2,NA,NA,2.56,93,silt and sand
BG2004,Berula erecta,NA,20,NA,NA,1.75,65,silt and sand
BG2007,Berula erecta,NA,3,NA,NA,5.99,123,silt and sand
BG2004,Potamogeton nodosus,NA,20,NA,NA,1.75,65,silt and sand
HU2077,Scirpus lacustris,NA,NA,NA,NA,NA,2384,silt and sand
HR2001,Nuphar lutea,0.65,25,0.1,NA,0.05,258,silt and sand
HU2055,Lemna minor,NA,7,NA,NA,NA,700,silt and sand
SK2003,Sagittaria sagittifolia,0.5,10,NA,2.588,2.240708,423.312883,silt and sand
SK2003,Ceratophyllum demersum,0.5,10,NA,2.588,2.240708,423.312883,silt and sand
SK2003,Nuphar lutea,0.5,10,NA,2.588,2.240708,423.312883,silt and sand
HU2084,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,432.5,silt and sand
HU2084,Ceratophyllum demersum,NA,NA,NA,NA,NA,432.5,silt and sand
HU2064,Sagittaria sagittifolia,NA,NA,NA,NA,NA,2027.5,silt and sand
HU2064,Ceratophyllum demersum,NA,NA,NA,NA,NA,2027.5,silt and sand
HR2001,Spirodela polyrhiza,0.65,25,0.1,NA,0.05,258,silt and sand
HR2001,Stuckenia pectinata,0.65,25,0.1,NA,0.05,258,silt and sand
HU2084,Salvinia natans,NA,NA,NA,NA,NA,432.5,silt and sand
BG2015,Berula erecta,NA,1.5,NA,NA,3.39,48,silt and sand
SK2003,Scirpus lacustris,0.5,10,NA,2.588,2.240708,423.312883,silt and sand
HU2016,Ceratophyllum demersum,NA,NA,NA,NA,NA,680,silt and sand
HU2011,Ceratophyllum demersum,1.2,8,NA,10.01476,0.62,867.4,silt and sand
HU2012,Myosotis scorpioides,0.4,2.5,NA,6.435016,6.868,196.12,silt and sand
HU2065,Salvinia natans,NA,NA,NA,NA,NA,277.5,silt and sand
HU2055,Salvinia natans,NA,7,NA,NA,NA,229.996667,silt and sand
HR2001,Ceratophyllum demersum,0.65,25,0.1,NA,0.05,258,silt and sand
HU3217,Salvinia natans,NA,3,NA,NA,NA,1076.666667,silt and sand
HR2001,Potamogeton nodosus,0.65,25,0.1,NA,0.05,258,silt and sand
RO2002,Ceratophyllum demersum,1.5,NA,NA,2.48,0.52,60,silt and sand
SK2030,Polygonum amphibium,0.5,NA,NA,NA,NA,130,silt and sand
SK2030,Veronica beccabunga,0.5,NA,NA,NA,NA,130,silt and sand
HU2010,Myosotis scorpioides,1.5,7,NA,9.10224,2.534,415.12,silt and sand
HU2084,Sagittaria sagittifolia,NA,NA,NA,NA,NA,432.5,silt and sand
SK2031,Potamogeton nodosus,0.3,10,NA,0.614,2.088938,466.257669,silt and sand
HU2066,Sagittaria sagittifolia,NA,NA,NA,NA,NA,2027.5,silt and sand
HU2016,Salvinia natans,NA,NA,NA,NA,NA,680,silt and sand
HU2055,Ceratophyllum demersum,NA,7,NA,NA,NA,229.996667,silt and sand
HR2001,Sparganium emersum,0.65,25,0.1,NA,0.05,258,silt and sand
SK2009,Scirpus lacustris,0.3,NA,NA,3.638,1.830531,174.846626,silt and sand
HU2080,Stuckenia pectinata,NA,NA,NA,NA,NA,2384,silt and sand
SK2030,Berula erecta,0.5,NA,NA,NA,NA,130,silt and sand
SK2031,Myriophyllum spicatum,0.3,10,NA,0.614,2.088938,466.257669,silt and sand
BG2014,Myriophyllum spicatum,NA,35,NA,NA,1.04,214,silt and sand
BG2014,Najas major,NA,35,NA,NA,1.04,214,silt and sand
HU2012,Lemna minor,0.4,2.5,NA,6.435016,6.868,196.12,silt and sand
HU2012,Elodea canadensis,0.4,2.5,NA,6.435016,6.868,196.12,silt and sand
SK2005,Stuckenia pectinata,0.6,NA,NA,2.614,2.226991,285.276074,silt and sand
HU2012,Potamogeton crispus,0.4,2.5,NA,6.435016,6.868,196.12,silt and sand
SK2007,Ceratophyllum demersum,0.7,10,NA,3.13,3.684071,435.582822,silt and sand
HU2080,Lemna minor,NA,NA,NA,NA,NA,2384,silt and sand
SK2030,Myosotis scorpioides,0.5,NA,NA,NA,NA,130,silt and sand
SK2030,Myriophyllum spicatum,0.5,NA,NA,NA,NA,130,silt and sand
BG2014,Potamogeton nodosus,NA,35,NA,NA,1.04,214,silt and sand
HU2065,Ceratophyllum demersum,NA,NA,NA,NA,NA,277.5,silt and sand
BG2014,Spirodela polyrhiza,NA,35,NA,NA,1.04,214,silt and sand
BG2015,Veronica beccabunga,NA,1.5,NA,NA,3.39,48,silt and sand
BG2070,Berula erecta,NA,3.5,NA,NA,2.19,2470,silt and sand
BG2071,Scirpus lacustris,NA,2,NA,NA,0.052,11,silt and sand
BG2013,Potamogeton crispus,NA,6,NA,NA,0.17,19,silt and sand
SK2029,Potamogeton natans,0.4,6,NA,3.296,3.825664,733.128834,silt and sand
HU2064,Najas major,NA,NA,NA,NA,NA,2027.5,silt and sand
HU2077,Myosotis scorpioides,NA,NA,NA,NA,NA,2384,silt and sand
HU2078,Lemna minor,NA,NA,NA,NA,NA,2384,silt and sand
BG2071,Potamogeton crispus,NA,2,NA,NA,0.052,11,silt and sand
BG2013,Najas major,NA,6,NA,NA,0.17,19,silt and sand
HU2057,Potamogeton crispus,NA,NA,NA,NA,NA,47.433333,silt and sand
HU2065,Scirpus lacustris,NA,NA,NA,NA,NA,277.5,silt and sand
HU2080,Potamogeton crispus,NA,NA,NA,NA,NA,2384,silt and sand
BG2008,Ceratophyllum demersum,NA,5,NA,NA,5,176,silt and sand
BG2013,Myriophyllum spicatum,NA,6,NA,NA,0.17,19,silt and sand
HU2065,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,277.5,silt and sand
BG2014,Lemna minor,NA,35,NA,NA,1.04,214,silt and sand
BG2013,Potamogeton nodosus,NA,6,NA,NA,0.17,19,silt and sand
HU2064,Nuphar lutea,NA,NA,NA,NA,NA,2027.5,silt and sand
BG2008,Berula erecta,NA,5,NA,NA,5,176,silt and sand
BG2008,Potamogeton nodosus,NA,5,NA,NA,5,176,silt and sand
HU2012,Veronica anagallis-aquatica,0.4,2.5,NA,6.435016,6.868,196.12,silt and sand
HU3133,Lemna minor,NA,30,NA,NA,NA,68.656,"silt, sand and gravel"
BG3053,Scirpus lacustris,NA,20,NA,NA,0.4,744,"silt, sand and gravel"
CZ7009,Myriophyllum spicatum,0.58,31,NA,2.51083,4.52983,232.33,"silt, sand and gravel"
HU3133,Najas major,NA,30,NA,NA,NA,68.656,"silt, sand and gravel"
CZ7004,Spirodela polyrhiza,0.5,50.5,NA,2.8175,3.3575,228.83,"silt, sand and gravel"
CZ7009,Lemna minor,0.58,31,NA,2.49417,4.17167,245.17,"silt, sand and gravel"
HU3175,Nuphar lutea,NA,NA,NA,NA,NA,166.923077,"silt, sand and gravel"
HU3186,Potamogeton natans,NA,8,NA,NA,NA,1910,"silt, sand and gravel"
BG3053,Potamogeton nodosus,NA,20,NA,NA,0.4,744,"silt, sand and gravel"
HU3133,Potamogeton natans,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
CZ7008,Stuckenia pectinata,1.15,61.5,NA,2.39,2.34708,165.55,"silt, sand and gravel"
CZ7007,Lemna minor,1.15,61.5,NA,2.39,2.34708,165.55,"silt, sand and gravel"
HU3186,Lemna minor,NA,8,NA,NA,NA,1910,"silt, sand and gravel"
HU3133,Stuckenia pectinata,NA,30,NA,NA,NA,68.656,"silt, sand and gravel"
CZ7011,Stuckenia pectinata,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
RO3009,Stuckenia pectinata,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
HU3176,Lemna minor,NA,NA,NA,NA,NA,166.923077,"silt, sand and gravel"
BG3032,Potamogeton nodosus,NA,10,NA,NA,0.32,46,"silt, sand and gravel"
HU3186,Myriophyllum spicatum,NA,8,NA,NA,NA,1910,"silt, sand and gravel"
BG3031,Najas major,NA,60,NA,NA,0.76,166,"silt, sand and gravel"
RO3009,Potamogeton natans,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
HU3187,Lemna minor,NA,10,NA,NA,NA,1915.833333,"silt, sand and gravel"
CZ7011,Myriophyllum spicatum,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
CZ7011,Potamogeton crispus,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
BG3010,Potamogeton crispus,NA,15,NA,NA,0.64,180,"silt, sand and gravel"
BG3011,Lemna minor,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
HU3142,Ceratophyllum demersum,NA,160,NA,NA,3.578947,183.157895,"silt, sand and gravel"
HU3188,Salvinia natans,NA,40,NA,NA,1.067,237.5,"silt, sand and gravel"
HU3175,Ceratophyllum demersum,NA,NA,NA,NA,NA,211.666667,"silt, sand and gravel"
HU3142,Myriophyllum spicatum,NA,160,NA,NA,4.6125,175.833333,"silt, sand and gravel"
HU3133,Sagittaria sagittifolia,NA,30,NA,NA,NA,68.656,"silt, sand and gravel"
RO3009,Potamogeton nodosus,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
BG3029,Najas major,NA,50,NA,NA,1.7,300,"silt, sand and gravel"
HU3133,Ceratophyllum demersum,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
CZ7009,Sparganium emersum,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
BG3030,Scirpus lacustris,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3030,Myriophyllum spicatum,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3044,Berula erecta,NA,8,NA,NA,4.45,596,"silt, sand and gravel"
BG3010,Myriophyllum spicatum,NA,15,NA,NA,0.64,180,"silt, sand and gravel"
HU3174,Ceratophyllum demersum,NA,NA,NA,NA,NA,143.75,"silt, sand and gravel"
HU3188,Equisetum palustre,NA,40,NA,NA,1.067,237.5,"silt, sand and gravel"
BG3030,Potamogeton nodosus,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3030,Najas major,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3030,Ceratophyllum demersum,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3030,Stuckenia pectinata,NA,40,NA,NA,0.97,1790,"silt, sand and gravel"
BG3043,Veronica beccabunga,NA,6,NA,NA,4.85,780,"silt, sand and gravel"
BG3043,Berula erecta,NA,6,NA,NA,4.85,780,"silt, sand and gravel"
HU3173,Lemna minor,NA,NA,NA,NA,NA,165.833333,"silt, sand and gravel"
HU3173,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,143.75,"silt, sand and gravel"
HU3181,Lemna gibba,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
CZ7010,Stuckenia pectinata,0.58,31,NA,2.51083,4.52983,232.33,"silt, sand and gravel"
HU3181,Sagittaria sagittifolia,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
HU3181,Najas major,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
HU3181,Lemna minor,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
BG3043,Scirpus lacustris,NA,6,NA,NA,4.85,780,"silt, sand and gravel"
CZ7010,Spirodela polyrhiza,0.58,31,NA,2.49417,4.17167,245.17,"silt, sand and gravel"
BG3011,Elodea nuttallii,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
CZ7010,Potamogeton crispus,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
CZ7012,Lemna minor,0.85,19.5,NA,2.05667,6.74042,308.08,"silt, sand and gravel"
BG3029,Potamogeton nodosus,NA,50,NA,NA,1.7,300,"silt, sand and gravel"
HU3179,Nuphar lutea,NA,NA,NA,NA,NA,239.583333,"silt, sand and gravel"
HU3189,Myriophyllum spicatum,NA,40,NA,NA,NA,133.3,"silt, sand and gravel"
BG3039,Berula erecta,NA,6,NA,NA,5.9,456,"silt, sand and gravel"
HU3181,Ceratophyllum demersum,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
BG3029,Scirpus lacustris,NA,50,NA,NA,1.7,300,"silt, sand and gravel"
HU3142,Salvinia natans,NA,160,NA,NA,4.45,130,"silt, sand and gravel"
HU3181,Hydrocharis morsus-ranae,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
HU3186,Sagittaria sagittifolia,NA,8,NA,NA,NA,1910,"silt, sand and gravel"
BG3029,Spirodela polyrhiza,NA,50,NA,NA,1.7,300,"silt, sand and gravel"
BG3029,Ceratophyllum demersum,NA,50,NA,NA,1.7,300,"silt, sand and gravel"
HU3227,Myriophyllum spicatum,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3179,Myosotis scorpioides,NA,NA,NA,NA,NA,222.083333,"silt, sand and gravel"
CZ7010,Myriophyllum spicatum,0.58,31,NA,2.51083,4.52983,232.33,"silt, sand and gravel"
CZ7004,Lemna minor,0.5,50.5,NA,2.82083,2.39758,405.25,"silt, sand and gravel"
HU3227,Najas major,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3134,Myriophyllum spicatum,NA,30,NA,NA,NA,68.656,"silt, sand and gravel"
CZ7009,Stuckenia pectinata,0.58,31,NA,2.51083,4.52983,232.33,"silt, sand and gravel"
CZ7009,Potamogeton crispus,0.58,31,NA,2.935,4.835,372.5,"silt, sand and gravel"
BG3011,Myriophyllum spicatum,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
BG3011,Lemna gibba,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
BG3011,Potamogeton crispus,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
BG3039,Polygonum amphibium,NA,6,NA,NA,5.9,456,"silt, sand and gravel"
HU3140,Lemna minor,NA,160,NA,NA,4.6125,175.833333,"silt, sand and gravel"
HU3180,Nuphar lutea,NA,NA,NA,NA,NA,222.083333,"silt, sand and gravel"
HU3180,Myosotis scorpioides,NA,NA,NA,NA,NA,239.583333,"silt, sand and gravel"
HU3174,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,165.833333,"silt, sand and gravel"
BG3025,Potamogeton nodosus,NA,20,NA,NA,1.72,184,"silt, sand and gravel"
RO3006,Sparganium emersum,0.42,NA,NA,NA,3.03,622.2,"silt, sand and gravel"
RO3006,Sagittaria sagittifolia,0.42,NA,NA,NA,3.03,622.2,"silt, sand and gravel"
RO3006,Lemna minor,0.42,NA,NA,NA,3.03,622.2,"silt, sand and gravel"
RO3007,Potamogeton nodosus,0.46,22,NA,2.49,2.669,87,"silt, sand and gravel"
RO3007,Myriophyllum spicatum,0.46,22,NA,2.49,2.669,87,"silt, sand and gravel"
RO3008,Lemna minor,0.2,10,NA,2.93,1.598,53.4,"silt, sand and gravel"
RO3008,Ceratophyllum demersum,0.2,10,NA,2.93,1.598,53.4,"silt, sand and gravel"
RO3009,Elodea nuttallii,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
RO3009,Lemna minor,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
RO3009,Potamogeton crispus,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
RO3009,Veronica anagallis-aquatica,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
RO3009,Ceratophyllum demersum,0.2,12.3,NA,5.21,1.141,340.2,"silt, sand and gravel"
HU3226,Potamogeton natans,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3226,Potamogeton perfoliatus,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
RO3010,Ceratophyllum demersum,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
HU3179,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,222.083333,"silt, sand and gravel"
BG3034,Myriophyllum spicatum,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
BG3035,Potamogeton nodosus,NA,45,NA,NA,0.65,57,"silt, sand and gravel"
BG3035,Najas major,NA,45,NA,NA,0.65,57,"silt, sand and gravel"
HU3227,Sagittaria sagittifolia,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3227,Potamogeton perfoliatus,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3227,Salvinia natans,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3227,Potamogeton lucens,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
BG3044,Veronica beccabunga,NA,8,NA,NA,4.45,596,"silt, sand and gravel"
BG3053,Ceratophyllum demersum,NA,20,NA,NA,0.4,744,"silt, sand and gravel"
BG3053,Lemna minor,NA,20,NA,NA,0.4,744,"silt, sand and gravel"
HU3201,Stuckenia pectinata,NA,35,NA,NA,0.01,129.866667,"silt, sand and gravel"
HU3227,Lemna minor,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3143,Lemna minor,NA,160,NA,NA,3.578947,183.157895,"silt, sand and gravel"
CZ7010,Lemna minor,0.58,31,NA,2.51083,4.52983,232.33,"silt, sand and gravel"
HU3134,Najas major,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
HU3173,Myosotis scorpioides,NA,NA,NA,NA,NA,143.75,"silt, sand and gravel"
BG3010,Veronica anagallis-aquatica,NA,15,NA,NA,0.64,180,"silt, sand and gravel"
HU3215,Salvinia natans,NA,NA,NA,NA,NA,51.47125,"silt, sand and gravel"
BG3011,Potamogeton nodosus,NA,40,NA,NA,1.08,191,"silt, sand and gravel"
BG3012,Myriophyllum spicatum,NA,35,NA,NA,1.38,156,"silt, sand and gravel"
BG3012,Stuckenia pectinata,NA,35,NA,NA,1.38,156,"silt, sand and gravel"
BG3012,Spirodela polyrhiza,NA,35,NA,NA,1.38,156,"silt, sand and gravel"
HU3189,Lemna minor,NA,40,NA,NA,NA,133.3,"silt, sand and gravel"
HU3179,Ceratophyllum demersum,NA,NA,NA,NA,NA,222.083333,"silt, sand and gravel"
BG3034,Spirodela polyrhiza,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
HU3136,Myriophyllum spicatum,NA,30,NA,NA,NA,145,"silt, sand and gravel"
HU3136,Ceratophyllum demersum,NA,30,NA,NA,NA,145,"silt, sand and gravel"
HU3136,Najas major,NA,30,NA,NA,NA,145,"silt, sand and gravel"
HU3137,Lemna minor,NA,140,NA,NA,3.62,154,"silt, sand and gravel"
HU3137,Salvinia natans,NA,140,NA,NA,3.62,154,"silt, sand and gravel"
RO3010,Veronica beccabunga,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
RO3010,Myriophyllum spicatum,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
RO3010,Elodea nuttallii,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
RO3010,Lemna minor,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
RO3010,Veronica anagallis-aquatica,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
RO3010,Stuckenia pectinata,0.2,11,NA,7.11,1.336,263.9,"silt, sand and gravel"
HU3191,Ceratophyllum demersum,NA,40,NA,NA,NA,133.3,"silt, sand and gravel"
BG3035,Scirpus lacustris,NA,45,NA,NA,0.65,57,"silt, sand and gravel"
HU3191,Salvinia natans,NA,40,NA,NA,NA,186.666667,"silt, sand and gravel"
HU3194,Veronica beccabunga,NA,15,NA,NA,NA,215.833333,"silt, sand and gravel"
HU3194,Potamogeton crispus,NA,15,NA,NA,NA,215.833333,"silt, sand and gravel"
HU3194,Stuckenia pectinata,NA,15,NA,NA,NA,215.833333,"silt, sand and gravel"
HU3196,Veronica beccabunga,NA,15,NA,NA,NA,256.666667,"silt, sand and gravel"
HU3197,Potamogeton natans,NA,20,NA,NA,NA,312.5,"silt, sand and gravel"
HU3197,Myriophyllum spicatum,NA,20,NA,NA,NA,312.5,"silt, sand and gravel"
HU3200,Ceratophyllum demersum,NA,140,NA,NA,NA,135,"silt, sand and gravel"
HU3200,Lemna minor,NA,140,NA,NA,NA,135,"silt, sand and gravel"
HU3159,Spirodela polyrhiza,NA,30,NA,NA,NA,166.923077,"silt, sand and gravel"
HU3159,Najas major,NA,30,NA,NA,NA,166.923077,"silt, sand and gravel"
HU3159,Lemna minor,NA,30,NA,NA,NA,166.923077,"silt, sand and gravel"
HU3159,Hydrocharis morsus-ranae,NA,30,NA,NA,NA,166.923077,"silt, sand and gravel"
HU3227,Hydrocharis morsus-ranae,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3134,Sagittaria sagittifolia,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
BG3035,Ceratophyllum demersum,NA,45,NA,NA,0.65,57,"silt, sand and gravel"
BG3035,Myriophyllum spicatum,NA,45,NA,NA,0.65,57,"silt, sand and gravel"
HU3189,Ceratophyllum demersum,NA,40,NA,NA,NA,133.3,"silt, sand and gravel"
HU3134,Lemna minor,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
HU3134,Hydrocharis morsus-ranae,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
HU3134,Ceratophyllum demersum,NA,30,NA,NA,NA,157.933333,"silt, sand and gravel"
HU3215,Hydrocharis morsus-ranae,NA,NA,NA,NA,NA,51.47125,"silt, sand and gravel"
HU3215,Ceratophyllum demersum,NA,NA,NA,NA,NA,51.47125,"silt, sand and gravel"
HU3215,Lemna minor,NA,NA,NA,NA,NA,51.47125,"silt, sand and gravel"
CZ7010,Fontinalis antipyretica,0.58,31,NA,2.49417,4.17167,245.17,"silt, sand and gravel"
HU3135,Ceratophyllum demersum,NA,30,NA,NA,NA,145,"silt, sand and gravel"
RO3005,Myriophyllum spicatum,0.38,25,NA,1.44,2.156,153.6,"silt, sand and gravel"
RO3005,Sagittaria sagittifolia,0.38,25,NA,1.44,2.156,153.6,"silt, sand and gravel"
BG3025,Najas major,NA,20,NA,NA,1.72,184,"silt, sand and gravel"
BG3025,Potamogeton crispus,NA,20,NA,NA,1.72,184,"silt, sand and gravel"
HU3226,Salvinia natans,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3226,Sagittaria sagittifolia,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU2109,Lemna minor,NA,1,NA,NA,NA,463.333333,"silt, sand and gravel"
HU2109,Ceratophyllum demersum,NA,1,NA,NA,NA,463.333333,"silt, sand and gravel"
HU2113,Nuphar lutea,NA,NA,NA,NA,14.72727,190,"silt, sand and gravel"
BG3032,Amblystegium riparium,NA,10,NA,NA,0.32,46,"silt, sand and gravel"
BG3032,Myriophyllum spicatum,NA,10,NA,NA,0.32,46,"silt, sand and gravel"
BG3033,Myriophyllum spicatum,NA,25,NA,NA,0.48,44,"silt, sand and gravel"
BG3034,Najas major,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
BG3034,Scirpus lacustris,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
BG3034,Lemna minor,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
BG3034,Ceratophyllum demersum,NA,30,NA,NA,0.34,64,"silt, sand and gravel"
HU2128,Salvinia natans,NA,NA,NA,NA,NA,173,"silt, sand and gravel"
HU2128,Potamogeton natans,NA,NA,NA,NA,NA,173,"silt, sand and gravel"
HU2128,Najas major,NA,NA,NA,NA,NA,173,"silt, sand and gravel"
HU3181,Salvinia natans,NA,35,NA,NA,NA,703.333333,"silt, sand and gravel"
SK4002,Ceratophyllum demersum,NA,NA,NA,NA,4.958,43,"silt, sand and gravel"
SK4002,Equisetum palustre,NA,NA,NA,NA,4.958,43,"silt, sand and gravel"
BG3054,Scirpus lacustris,NA,28,NA,NA,1.72,562,"silt, sand and gravel"
BG3054,Veronica beccabunga,NA,28,NA,NA,1.72,562,"silt, sand and gravel"
BG3054,Potamogeton crispus,NA,28,NA,NA,1.72,562,"silt, sand and gravel"
BG3054,Polygonum amphibium,NA,28,NA,NA,1.72,562,"silt, sand and gravel"
BG3060,Ceratophyllum demersum,NA,25,NA,NA,2.1,437,"silt, sand and gravel"
BG3060,Scirpus lacustris,NA,25,NA,NA,2.1,437,"silt, sand and gravel"
HU3201,Najas major,NA,35,NA,NA,0.01,81.457,"silt, sand and gravel"
SI3001,Stuckenia pectinata,NA,30,NA,4.27,0.92,36,"silt, sand and gravel"
HU3227,Ceratophyllum demersum,NA,40,NA,NA,0.76,228,"silt, sand and gravel"
HU3229,Ceratophyllum demersum,NA,NA,NA,NA,NA,169.666667,"silt, sand and gravel"
HU3229,Potamogeton crispus,NA,NA,NA,NA,NA,169.666667,"silt, sand and gravel"
HU3211,Lemna minor,NA,10,NA,NA,NA,455.666667,"silt, sand and gravel"
